"time"	"s.est"	"s.lower"	"s.upper"	"v.est"	"v.lower"	"v.upper"
0	12.6202649460176	1.48222939793384	30.7192457222159	21987.4046085317	21968.3403796434	22001.3124848461
0.5	12.2235440788543	1.44804987944869	29.8039397644148	19987.782756893	19969.004910461	20001.2100034785
1	13.0873608777352	1.52474478263503	33.3320283117542	9986.90144332065	9965.5045306519	10001.1286901344
1.5	12.5998916441706	1.47676483655964	30.4191426768924	2587.36722392021	2568.33856726976	2601.10286127584
2	14.9474867854661	1.91609774346114	35.1979564936076	2085.01607947444	2063.56809383547	2100.1084932077
2.5	14.4162121901103	1.87209045435931	35.170696855716	1885.55655092544	1863.8645669669	1900.46896213515
3	20.3828148268726	3.45283088377842	42.0061352039368	3079.6249410433	3057.20510000735	3098.10292270763
3.5	23.2098856151701	4.82582172675017	46.8323920142573	1976.8346813676	1952.47634973356	1996.60868284758
4	29.7237328806467	8.65711264645751	52.8223273731905	1170.21712401087	1146.1076477198	1192.22044619574
4.5	26.4840136735173	5.90653162027388	49.5506929369328	1373.52549883677	1349.5104909886	1395.35255455444
5	46.8306213601688	23.1025624745739	71.1488368946681	843.148012752475	817.814160503961	867.672901878254
5.5	43.9364045396553	20.6789571597977	68.2921752804322	786.03059054554	760.535703123851	810.450761013917
6	37.2333719722317	13.6451995733844	61.0145414418934	592.7353210916	567.933559008971	617.707507058897
6.5	44.6852476302454	20.3096760014362	70.0042393449126	505.294575572165	478.720583587506	530.408553485367
7	39.0231948115199	15.2762573016658	65.3535874852669	390.980523496148	363.309520772619	416.024512472149
7.5	43.8904955504782	19.0466252782072	68.9563414344972	356.043109775175	329.804471026478	381.994780674982
8	50.340473453597	26.211219372016	77.2499328188949	279.62011086647	252.075879797571	304.773338515123
8.5	75.8168535567921	49.4707390791919	102.003562215656	144.051381130406	116.698775431694	171.126887896842
9	66.474755422866	37.1263507870853	93.3476995708488	72.4428046075589	44.2628413923873	102.413272383443
10	74.5591556344964	59.5335443056082	88.4221389935544	19.9789319553705	6.60864857625746	35.569935327913
11	84.0151548131854	68.5835711921388	97.088265211976	17.7950110928626	5.19941757531919	34.0174965684561
12	85.6953990465287	68.571299150545	100.794417861591	21.7068173283668	7.05324943282781	39.4706998171786
12.5	117.151273022005	97.2045081458759	136.407464443799	32.69183835262	13.0098668368756	53.3979825762921
13	85.8569874927427	68.8331107223276	101.075282250902	21.6763559021945	6.92494427909979	39.1765469257521
13.5	126.380437808333	104.544466649668	145.921964845024	39.2697879261526	19.1483703743489	61.6892697413311
14	111.648995810369	92.0763725101432	129.374707380017	29.365219480043	11.4350928730298	49.5282825004436
14.5	110.27634870337	91.1274452703346	127.141323402174	25.9205118742346	8.97531712418533	45.2811325995912
15	104.683934650611	84.257232596348	123.79861468314	33.1940162919083	13.7015754291705	54.3105980437266
15.5	117.672138858693	97.6743982309563	134.866782570473	25.5649646711433	8.63108121805305	46.1477763615079
16	126.418766064634	104.888687264076	146.485943942982	31.4910657699567	11.3353134909408	53.8010987176089
16.5	111.473725465753	89.5161282045194	131.857198758627	44.08536119552	23.0340615676821	66.8622024038871
17	111.630553605947	90.1966461677337	132.748518254453	61.6972734764935	39.3468950488984	84.140438193985
17.5	102.837902873171	82.3246312286305	123.2208936931	39.8630952223522	18.7724423528401	61.0722072556593
18	115.295682776445	92.3087954343182	138.405727669442	63.0642191676023	39.0360151618624	86.826172834817
19	130.07705348282	107.295633836457	153.747489752148	100.107815596256	74.9859667664894	123.817912395905
20	130.328783020602	105.201720599896	154.181208571137	99.8249297160034	75.4502226849098	126.128361363115
21	146.180892301207	123.702178993574	168.316660891187	53.2578731171939	30.9159121725197	76.5051948026588
22	99.9412981555105	77.6119931721843	122.9479133653	110.161725285958	85.9689492178323	133.700217160473
23	105.747860826909	84.8346210297733	125.771802561549	45.7127338021379	24.8282702335299	67.6113382034951
25	112.194913965927	90.3123021898476	132.742867626462	49.2812160856675	27.9128789800771	71.8752185673498
26	130.184492853773	107.404222290128	152.289135771319	64.1426950072962	41.3523311892644	87.852510006695
27	127.657227704963	104.973402887967	149.06761626994	57.6751221480688	35.2700461432622	81.7003415369338
28	142.690651489234	119.09420447392	165.910771244274	75.5677589678976	50.8804436898602	100.354738172096
29	108.136965540007	87.3202583133245	128.509802344667	43.4580439175869	22.5156273172846	65.0079297850704
31	127.831670748225	104.719235300971	150.726093707	64.5260394839789	40.4902813170788	88.4757315150816
33	122.160303531715	103.170005211921	140.160349674372	27.8863339465387	9.82722303072162	47.5115584693935
35	138.813179959292	116.145066747032	159.455608740591	42.8315602078505	21.5516338727228	66.3857174361114
37	144.632289078432	122.032384198236	165.287405902967	45.8977349218531	24.5862587936218	69.2667044170068
39	135.404636766172	116.415973741459	152.600250439683	25.8225477745111	8.80489387539149	45.2055300132038
41	123.561203669993	100.916442176028	144.194178580571	37.1517457879505	15.9252736625328	60.4283219501881
43	128.788412358014	106.412700640818	152.432390713175	52.6366261585641	28.4614038733035	76.055904763489
45	147.550713985557	124.829636818882	168.473877366225	35.2845221927692	14.0529184573095	58.7823579620828
47	130.133083076403	106.320882575654	151.803380046255	49.3640975240199	26.6016158190454	73.7390350676648
49	150.685565828114	131.604142824755	166.843461494187	22.74339037427	7.13111975712769	41.7875211309375
51	102.478372598218	81.5000709259879	123.845542372841	59.8092827814639	37.494763950181	81.8275510222724
53	124.446885747482	102.118950610266	145.829776412897	58.9314110330857	36.9226965186801	82.4147470410814
55	118.296662447934	96.6054697372324	137.866405085057	33.5107171873856	13.5494477075165	55.9799846669554
57	133.370255360145	117.386096992339	146.211770069982	13.2787479843655	3.10033233510676	28.7909812168083
59	144.999506414861	124.190688454824	162.633196411509	25.2938200092797	8.03617314244213	46.2411260375436
61	131.356087722049	109.366625495809	154.814455317882	43.2363637876983	19.5359216436392	65.7227100381282
63	111.102446653197	87.6943312169829	133.527512701152	44.501151095253	21.3468375107473	68.7367958861871
65	114.960760333075	93.431016692581	134.437819626107	37.7254920490369	17.6215153899608	60.0323643911869
67	120.649892248591	98.4560517588383	143.423649983049	49.8178749110361	26.6784947217394	72.97906340631
69	126.20009402791	103.957573580483	143.333905038808	25.0077258558244	8.05392720660657	47.8425003079624
71	133.258034596927	112.765875205206	152.937743138903	34.5364375740546	14.4536967877888	55.6735119437118
73	123.951711732082	102.255791953323	143.111874445585	30.992155838461	11.6142952882058	53.3383263295316
75	120.476986849703	100.413659641485	137.856462719119	29.4806420722172	11.9737586130856	50.186497053218
77	134.990383796345	112.567821265314	155.817796368839	36.7302962704194	15.6583140898686	59.9728197957435
79	113.487107037097	91.2000751674535	132.446547686422	31.3992569205253	12.1396347266978	54.0722318141452
81	133.88801521166	113.042879198392	153.844256103419	38.8133190475722	18.3250410705056	60.5547595011191
83	101.689404545417	78.9844730033108	123.341739768365	74.5659303043272	52.1485883889741	98.3909196217135
85	116.221982422328	94.2735367971142	136.851652737346	37.4799171837172	16.3925927062671	60.0989064435425
87	148.31739974596	125.843935543967	170.028738199154	43.2436293710342	20.9685958090615	66.2908104838889
89	107.838118151649	87.6963487987709	128.937072196316	43.8103152420069	22.0664597149749	64.7967105853339
91	141.649494419367	125.406048956585	154.932899074017	13.9698100355832	3.44487843887147	29.6330321063795
93	105.309380536297	89.6843151152559	118.398970646564	15.894754043334	4.33358102820151	31.6362761423066
95	130.888518153365	116.523158006167	143.761364494404	12.9324687185118	3.0888798478239	27.3012718318763
97	104.895597235761	90.0131746695728	117.491404054874	12.8630585030967	3.183280018428	27.2188332076212
99	123.663058331356	109.695999261572	135.897574262201	13.0088827437979	3.20284030953463	26.6632582181937
101	127.949208830037	105.600997726664	148.87516418845	41.6788267372794	20.3223311606868	64.6140636445466
103	139.308190318101	118.239669718183	158.243174030601	31.6258851682563	12.3676444600392	53.5232994720653
105	138.113313137481	119.879227691763	154.371288306622	23.3244841465384	7.41061343939114	41.7805690235044
107	109.444347429991	88.7737080221577	130.955317613667	36.272002144854	14.6396801362524	57.9785448542532
109	123.647324035186	104.896326216809	140.064931931442	23.6764375289164	7.63379813068732	43.039248830587
111	125.998978609944	102.19535903509	147.052939006671	40.6522696424192	19.0297112712203	65.1688790957423
113	113.215492811988	92.1003624127825	134.426985989043	46.3379539521052	24.4594329708318	68.3353153672393
115	126.155016738561	106.865302471429	143.543396179134	25.104837027486	7.88064561296995	44.8082198785302
117	98.3106629878729	77.3323729570887	119.188966738278	54.1423105220947	32.5099321473104	76.0688612571512
119	121.506008644232	100.892723756101	143.953542030438	57.8773242567024	34.3591375080873	79.3638110006613
121	109.90173906248	88.5884005276026	132.547014800208	51.5883438232887	27.7951408361626	73.8458863882024
123	104.683191571738	89.5909758535597	117.101005548156	14.6405984905143	3.93014024729997	29.6197620126684
125	115.556101020016	95.4770391003976	133.384728123566	29.4131914997997	11.4681627174481	50.2011133924622
127	129.248658764895	108.109153472563	149.118475895193	35.4749362468717	15.1419659210813	57.6057526363915
129	118.1166977364	96.1213752486697	140.092951936368	46.4193375963599	23.8587296847363	69.6463038401634
131	113.425455347725	91.404260006607	133.950996730379	39.2981298878135	18.4434824621463	62.3474724552983
133	113.687201970832	91.1588623847147	135.529688591044	51.7599140119768	29.2016312049907	75.4143518797995
135	110.576237997498	89.7030221817533	130.179532361704	35.1981698352872	15.4139534072999	56.9438152495746
137	113.002630026306	90.8342335499928	131.163150623248	27.1506700769188	8.77587536744911	49.8214831586288
139	103.369794199356	82.4986391496813	126.077317151847	56.0016437388421	32.929171565823	77.8476482383738
141	97.7662054911155	78.8643327090709	114.401794380142	26.3771655339073	9.65677016806273	46.2799550088939
143	110.160062478263	94.1813662644613	123.982234960716	17.7158865322048	4.89602967735271	33.695596001567
145	116.643751488703	102.86920888983	129.289321809283	11.4971850938186	2.73910064849997	24.907313423621
147	128.737202139827	108.023886189779	149.161463013635	34.0409731058541	13.4737298465087	55.3387724397896
149	114.806113833855	93.5794356405086	135.003361849167	41.7863835997489	21.2710748299923	63.8500327470718
151	112.117063740955	90.0656436212355	133.953876113981	55.3260606918099	32.6351929104081	78.200230504598
153	131.217557466568	110.528614367933	151.222336188144	35.6055640123662	15.2067209644807	57.0910315491081
155	158.593761973849	134.179503909124	180.405023109858	55.8704607628965	32.8835074696646	80.9899420426163
157	121.313129544928	99.0112224204841	141.957689987672	46.2250990855984	24.7433663756105	69.4656161333396
159	120.214882725379	100.470996109816	138.98532854199	32.6777177319591	13.686473182859	53.2970191257295
161	108.971478839769	87.9579823597935	129.627751344852	45.601390943635	23.5737673625194	67.4937843983804
163	120.325158424394	102.459938638785	134.766528945032	19.3846242698614	5.61377331236301	37.5175161489029
165	104.616117244162	83.5457347241328	124.803071511278	40.0249663308281	19.487635996221	61.9263049443142
167	137.10733061611	114.989520304909	159.556686715284	41.5207093850197	18.554778287817	64.4700759256526
169	109.984379993944	89.2782025687149	130.738627589627	52.4895923456877	30.848485633579	73.9447535332213
171	118.013704422939	94.7644942492668	138.843990928742	45.5523283685234	23.864249936111	69.7246959646205
173	109.90211532801	89.4749730951119	129.950261108022	34.8523005510973	14.2181326977838	56.1028198944408
175	104.115064271996	83.8084026752533	124.38060370519	51.3565929335295	29.9203755089999	72.5888951519749
177	99.5609105932378	78.9144631550264	118.854445235934	37.1527054940735	17.0800708241633	58.5774970663864
179	91.3433326743439	71.9406831459323	110.142312795989	31.5216167500739	12.570212643161	51.760511949211
181	124.350088980355	101.534964452992	142.454726109201	26.8006331216326	8.70470283943825	50.1280877228533
183	113.934429625692	90.9933840278473	136.674571764153	45.6477180312152	22.0381683437539	69.7186680059107
186.833333333333	111.649744133877	93.6973949627311	127.879348497225	23.6966535138075	7.87349988187487	42.3446233917037
188.833333333333	83.6405717094395	69.4626763985511	95.9323207347033	14.6757717675583	3.88074062383891	28.8379262883589
190.833333333333	123.046789392779	102.719803261124	141.645138731377	33.7596783284329	14.5704008044996	54.7307084287573
192.833333333333	111.852359079755	89.3672756993517	135.01298321271	60.4941948257446	36.9086278032044	83.7512589468977
194.833333333333	124.391112436059	101.386908549691	147.715333204123	64.9106685661527	40.3993619325292	88.8605239627652
196.833333333333	107.687590232226	85.9032091773322	129.545715832458	54.7240568398	31.685261906589	77.4358876685478
198.833333333333	77.402601146675	62.7254275739664	89.9332224610975	15.7266319323164	4.56716835167412	30.6794813804342
200.833333333333	117.895221043251	95.9370123353232	139.859668384052	44.6806994665133	22.0792492204133	67.4495980472969
202.833333333333	160.258116657356	138.046597934825	180.907059082463	34.53181608927	13.7679697746618	57.6751873031531
204.833333333333	117.595841430327	99.8299078209333	131.655199121549	19.0626933221538	5.71912220590216	37.2851384387833
206.833333333333	102.050110766407	85.1737579700249	116.276802252092	19.6115059807395	6.06083256556574	36.8460012882971
208.833333333333	111.15122730771	90.3911239456225	132.919050820161	62.2349419643558	39.9533453052519	83.8947073942771
210.833333333333	121.820293322718	99.9730233394095	141.017076584848	33.0421685182812	13.536331521811	55.5581639235443
212.833333333333	111.702834572146	90.6445439652752	132.631665458151	42.8952456428153	21.3151104734472	64.931473633975
215.833333333333	96.9269690467154	76.6509112441876	118.851071766212	54.478878608098	31.5769262247852	75.8332913328742
217.833333333333	105.516452436681	85.1000413072193	128.436412327519	59.8414427554254	35.5249490235677	81.2077401408513
219.833333333333	108.305933038474	87.4944419331915	129.705664062144	49.1808553611657	26.662789673428	70.9375836663917
221.833333333333	103.541800837539	83.2019340550402	122.899203370686	41.0642361290296	21.377860423405	62.3224237667847
223.833333333333	95.8157707364734	76.209656518633	113.461447068412	27.2462133465578	9.64571344447277	47.5241793556248
225.833333333333	113.63894698333	92.7767663613199	134.913666711974	56.7705674691114	34.4942796968882	78.6881955646627
227.833333333333	105.99543220086	85.6317127678929	123.603556560989	27.0743634306883	9.40179396345677	48.4098712632497
229.833333333333	93.628273688574	74.7496557353377	110.236227524683	25.5910496578606	8.84815660806816	45.2507046805931
231.833333333333	103.100211702124	86.0888506055256	117.492176259738	19.6074310541461	5.91514766453917	37.1541340286541
233.833333333333	107.866304152407	87.107496000679	127.38948990714	34.9323047114658	14.9739894001643	56.289125631998
235.833333333333	99.9266231727161	83.4752075550781	113.25899875356	17.0491791276245	4.87269096779969	33.8256869324938
237.833333333333	112.531187886282	93.9637224640564	127.806443415137	20.1274961011059	5.6942378068374	38.5639619980498
239.833333333333	94.2166779815063	76.4222806939413	110.681431883599	25.8977218412905	9.44105093036123	44.2970704238267
241.833333333333	86.6905235092203	67.2719254612603	104.039042626359	28.3277796312616	10.9317985169575	48.4588648218655
243.833333333333	109.841815262841	91.785065356259	124.614073534128	19.8230029169088	5.79608088713197	38.0051763660468
245.833333333333	100.393689555839	80.552291558201	119.406323648181	37.315431301711	17.6513210578932	58.2603724764301
247.833333333333	133.710503684775	114.235674145206	149.982230877142	23.5871854967084	7.75755831020574	43.4796207390816
249.833333333333	109.402794109436	88.1054226489091	131.032486276457	57.01514290561	34.2838350119298	79.2364771659666
251.833333333333	105.073435518683	85.2077244756211	126.414465197449	46.4366385106534	24.0567798015302	67.2095237245798
253.833333333333	109.050018033008	92.0874931349086	123.970514791978	19.6808609756842	5.7214568223155	36.5810641579597
255.833333333333	104.468802773657	85.8496591622218	122.813027863958	32.377086431208	13.5944831326396	51.7614458007285
257.833333333333	123.563859260817	101.381984728055	147.117818379868	56.835528104615	32.5241972156234	79.9168517311127
